Date,SXXP,URW,LI,BAYN,BNP,ACA,RDSA,NDA
1/19/18,490.4,203,36,102.425,66.95,15.205,28.525,10.19
1/18/18,487.61,203,35.58,101.834,66.63,15.27,28.665,10.28
1/17/18,487.59,205.3,35.81,101.952,66.38,15.195,28.585,10.36
1/16/18,487.74,206,35.82,102.858,67.01,15.26,28.75,10.29
1/15/18,488.18,204.2,35.62,102.838,67.53,15.285,28.975,10.28
1/12/18,483.57,204.4,35.55,103.192,67.46,15.22,29.13,10.38
1/11/18,478.21,204,35.53,103.802,67,15.235,29.02,10.54
1/10/18,476.73,207.5,35.8,103.861,66.43,15.16,28.94,10.46
1/9/18,476.97,211.6,36.26,105.495,65.43,14.89,28.855,10.34
1/8/18,477.22,213.4,36.4,106.164,64.5,14.825,28.7,10.24
1/5/18,478.69,211.1,36.32,106.499,63.89,14.665,28.575,10.3
1/4/18,475.37,209.6,36.15,102.602,63.77,14.69,28.55,10.31
1/3/18,469.32,210.6,36.49,101.165,62.64,14.055,28.315,10.15
1/2/18,467.77,209.3,36.31,101.165,62.09,13.97,27.98,10.13
12/29/17,467.87,210,36.665,102.346,62.25,13.8,27.785,10.1
12/28/17,465.62,211.75,36.565,102.74,62.6,13.87,27.775,10.13
12/27/17,464.7,211.3,36.37,103.871,62.72,13.9,27.85,10.21
12/22/17,462.6,210.65,36.16,103.773,62.95,14,27.815,10.25
12/21/17,463.67,214.6,36.315,104.166,63.29,14.1,27.765,10.28
12/20/17,461.27,214.2,36.05,103.724,62.83,14.155,27.315,10.14
12/19/17,462.54,217.45,36.24,104.905,63.06,14.27,27.39,10.16
12/18/17,462.95,215.35,35.815,106.085,63.36,14.27,27.59,10.25
12/15/17,456.71,212.05,35.605,104.806,62.92,14.145,27.675,10.01
12/14/17,458.45,211.1,35.26,103.428,63.49,14.335,27.4,10.08
12/13/17,459.58,214.45,35.14,104.708,64.36,14.515,27.43,10.12
12/12/17,459.15,215,34.97,104.954,64.83,14.675,27.63,10.14
12/11/17,458.77,224.1,35.69,103.478,64.46,14.61,27.105,10.08
12/8/17,457.6,224.5,35.6,103.035,65.04,14.67,26.925,10.05
12/7/17,455.85,224.7,35.465,102.493,63.14,14.125,26.745,9.755
12/5/17,456.59,220.55,35.52,104.462,63.51,14.08,27.07,9.805
12/4/17,458.92,217.85,35.44,105.692,64.06,14.24,27.09,9.83
12/1/17,457.15,214.55,34.78,104.609,62.85,14.03,26.855,9.77
11/30/17,459.81,214.95,34.7,105.446,63.58,14.155,26.81,9.88
11/29/17,459.77,217.4,34.61,106.331,64.29,14.18,26.875,9.905
11/28/17,459.39,219.5,34.66,106.627,63.44,14.045,26.86,9.83
11/27/17,458.07,218.45,34.695,106.233,63.16,14.03,25.98,9.795
11/24/17,461.17,218.3,34.655,106.036,63.64,14.125,26.2,9.815
11/23/17,458.7,218.6,35.065,106.774,62.97,13.925,26.315,9.835
11/22/17,456.54,216.15,34.895,106.774,62.95,13.91,26.31,9.83
11/21/17,455.75,216.45,34.695,107.906,62.78,14,26.31,9.86
11/20/17,453.89,217.15,34.59,106.922,62.85,13.995,26.34,9.78
11/17/17,452.96,218.2,34.935,105.839,63.15,14.05,26.235,9.84
11/16/17,453.18,218.4,35.03,106.184,63.79,14.1,26.18,10
11/15/17,450.64,217,34.68,106.233,63.83,14.18,26.815,10
11/14/17,452.26,217.05,34.885,106.971,63.45,14.09,27.17,9.98
11/13/17,450.34,217.9,34.6,106.922,64.23,14.165,27.425,10.13
11/10/17,453.17,218.85,34.605,108.054,64.76,14.19,27.435,10.15
11/9/17,454.04,219.95,34.815,108.939,64.62,14.175,27.735,10.19
11/8/17,457.33,220.95,34.655,112.236,64.82,14.26,27.88,10.3
11/7/17,457.12,217.5,34.305,112.285,64.75,14.725,27.895,10.39
11/6/17,460.52,217.2,34.575,114.992,64.96,14.645,27.915,10.33
11/3/17,459.55,216.05,34.28,114.155,65.76,14.8,27.515,10.37
11/2/17,460.34,213.7,34.05,112.58,66.18,15.01,27.32,10.4
11/1/17,461.36,211.85,33.675,112.482,65.95,14.95,27,10.36
10/31/17,460.35,214.85,34.145,,67.04,14.98,26.965,10.36
10/30/17,458.12,212.8,33.62,109.923,68.88,15.215,26.695,10.38
10/27/17,455.99,212.9,33.67,109.923,68.5,15.245,26.435,10.47
10/26/17,457.08,208.75,32.97,110.661,68.32,15.32,26.05,10.4
10/25/17,457.32,205.4,32.235,112.63,67.48,15.26,26.005,11.1
10/24/17,458.01,207.75,32.605,114.401,68.08,15.35,26.16,11.16
10/23/17,458.92,206.1,32.47,115.385,67.9,15.125,26.02,11.27
10/20/17,459.73,206.9,32.76,116.074,68.05,15.16,25.935,11.44
10/19/17,460.51,207.95,33.075,116.812,67.32,14.91,25.8,11.31
10/18/17,461.53,208.75,33.395,117.009,67.43,14.96,25.825,11.32
10/17/17,458.61,208.2,33.205,116.714,66.28,14.76,25.76,11.31
10/16/17,462.29,208.85,33.345,117.698,66.2,14.755,25.86,11.25
10/13/17,462.93,208.2,33.165,116.271,66.05,14.78,25.81,11.23
10/12/17,461.9,208.5,33.345,114.942,66.61,14.95,25.66,11.42
10/11/17,462.17,207.35,33,115.287,67.37,15.05,25.83,11.55
10/10/17,460.47,207.1,32.975,115.139,67.4,15.265,25.82,11.6
10/9/17,458.5,206.55,32.95,115.385,67.96,15.335,25.765,11.61
10/6/17,456.61,205.8,32.93,115.336,68.4,15.515,25.68,11.58
10/5/17,457.86,207.35,32.96,114.745,68.53,15.53,26,11.58
10/4/17,459.23,205.65,32.9,115.779,67.3,15.43,25.84,11.54
10/3/17,459.21,206.6,32.95,,68.51,15.495,25.945,11.5
10/2/17,458.13,205.55,32.8,113.466,68.45,15.395,25.615,11.49
9/29/17,458.15,205.75,33.21,113.466,68.25,15.38,25.57,11.44
9/28/17,455.29,203.2,32.535,111.104,67.67,15.34,25.61,11.37
9/27/17,453.18,204,32.535,110.022,67.45,15.315,25.425,11.38
9/26/17,452.46,205,32.81,110.612,66.15,14.98,25.425,11.17
9/25/17,454.73,205.35,32.765,110.12,66.33,14.96,25.175,11.17
9/22/17,457.76,205,32.675,108.349,67.3,15.165,24.83,11.18
9/21/17,456.89,205.25,32.65,108.644,66.72,15.16,24.675,11.09
9/20/17,458.53,205.15,32.77,108.103,66.05,14.91,24.445,10.84
9/19/17,457.55,205.6,32.92,108.152,66.17,14.91,24.16,10.83
9/18/17,455.82,206.7,33.19,108.742,66.21,15.035,24.015,10.86
9/15/17,454.76,208.3,33.495,108.496,65.99,15.215,23.995,10.76
9/14/17,453.72,210.5,34.005,110.071,66.54,15.285,24.24,10.94
9/13/17,453.07,210.8,33.995,109.776,66.4,15.34,24.005,11
9/12/17,456.29,212.6,34.29,109.53,65.84,15.25,23.79,10.92
9/11/17,454.18,213.05,34.28,108.546,64.3,15.025,23.69,10.83
9/8/17,451.59,212.6,34.26,106.922,62.99,14.655,23.54,10.91
9/7/17,449.53,211.9,34.005,107.611,62.52,14.505,23.59,10.82
9/6/17,446.01,210,33.83,107.02,62.59,14.585,23.46,11.06
9/5/17,444.83,208.4,33.295,105.692,62.68,14.58,23.4,11.01
9/4/17,444.85,210.95,33.56,106.036,63.88,14.84,23.2,11.11
9/1/17,446.03,211.05,33.385,106.627,64.35,14.885,23.275,11.25
8/31/17,444.21,213.55,33.85,105.79,63.91,14.81,23.145,11.31
8/30/17,441.65,212.3,33.7,105.347,63.16,14.515,23.15,11.22
8/29/17,442.69,212,33.29,105.446,63.23,14.61,22.975,11.1
8/28/17,445.89,212.45,33.37,107.217,63.95,14.95,23.205,11.07
8/25/17,444.66,212.15,33.315,107.266,64.22,14.915,23.325,11.04
8/24/17,442.07,212.55,33.365,105.987,64.39,15.075,23.26,10.89
8/23/17,441.26,212.8,33.315,106.331,64.17,15.09,23.265,10.93
8/22/17,442.09,214.2,33.38,107.168,65.12,15.25,23.32,10.88
8/21/17,440.7,212.6,33.36,104.708,64.68,15.105,23.12,10.71
8/18/17,439.65,213.8,33.645,106.184,65.99,15.335,23.2,10.8
8/17/17,442.48,217.25,34.28,106.381,66.2,15.16,23.38,10.79
8/16/17,443.61,218.1,34.085,106.381,67.24,15.465,23.44,10.99
8/15/17,441.9,216,33.925,105.347,67.19,15.375,23.37,10.91
8/14/17,443.61,215.45,33.89,105.347,66.69,15.21,23.575,10.89
8/11/17,439.91,208.15,33.19,104.019,65.69,15.085,23.54,10.77
8/10/17,442.12,210.85,33.67,102.986,66.69,15.205,23.955,10.8
8/9/17,446.08,211.65,33.775,104.216,67.27,15.35,24.51,10.82
8/8/17,449.69,212.8,34.05,105.101,68.89,15.675,24.49,10.93
8/7/17,450.35,212.7,34.21,105.101,68.55,15.25,24.32,10.76
8/4/17,449.63,214.2,34.58,105.298,68.12,14.97,24.27,10.86
8/3/17,449.75,214.05,34.455,104.56,67.22,14.815,24.135,10.68
8/2/17,449.36,213.7,34.52,104.511,66.56,14.8,24.14,10.73
8/1/17,448.9,213.75,34.655,105.79,66.79,14.845,23.98,10.79
7/31/17,446.28,211.35,34.375,105.446,65.57,14.85,23.915,10.68
7/28/17,444.21,213.45,34.64,105.987,66.1,14.945,23.7,10.83
7/27/17,445.94,217,35.305,106.725,66,15.075,23.59,10.84
7/26/17,445.01,216.75,35.3,109.973,65.9,15,23.48,10.87
7/25/17,443.71,215.65,35.185,109.825,65.17,14.845,23.375,10.73
7/24/17,441.35,215.25,35.135,109.53,64.23,14.505,23.11,10.74
7/21/17,443.49,215.35,35.27,109.235,63.64,14.39,23.245,10.8
7/20/17,446.87,218.15,35.455,110.268,64.29,14.53,23.44,10.94
7/19/17,444.18,217.8,35.59,109.382,64.84,14.575,23.39,11.56
7/18/17,442.34,215.75,35.375,108.201,64.76,14.535,23.29,11.66
7/17/17,443.81,214.45,35.12,110.071,65.86,14.66,23.505,11.97
7/14/17,443.28,215.3,35.215,110.957,66.3,14.65,23.465,11.85
7/13/17,439.85,213.7,35.235,111.055,66.92,14.9,23.48,11.76
7/12/17,439.59,213.45,35.24,110.76,65.99,14.745,23.48,11.7
7/11/17,433.75,210.75,34.9,108.3,65.26,14.705,23.08,11.4
7/10/17,434.92,213.55,35.315,108.644,65.56,14.66,23.16,11.38
7/7/17,433.71,213.55,35.21,108.201,65.52,14.695,23.155,11.32
7/6/17,434.45,212.5,35.065,108.89,65.34,14.73,23.385,11.38
7/5/17,434.23,214.3,35.59,110.612,64.47,14.645,23.42,11.42
7/4/17,433.95,215.85,35.69,111.203,64.68,14.615,23.665,11.39
7/3/17,435.44,218.55,35.65,111.596,64.94,14.47,23.635,11.43
6/30/17,432.97,220.65,35.885,111.4,63.06,14.085,23.235,11.14
6/29/17,435.09,222.5,36.05,116.222,63.97,14.305,23.46,11.29
6/28/17,438.99,225.35,36.345,119.764,64.33,14.315,23.665,11.27
6/27/17,436.62,229.75,36.66,119.814,62.65,14.095,23.64,11.08
6/26/17,435.27,232.45,37.4,120.207,61.6,13.925,23.515,11.12
6/22/17,433.44,230.75,37.135,120.552,61.93,13.865,23.515,11.07
6/21/17,433.06,231.8,37.14,119.863,62.14,13.925,23.5,11.23
6/20/17,433,232.4,37.26,119.863,62.55,13.945,23.75,11.34
6/19/17,437.37,232.8,37.585,121.339,63.06,14.06,24.31,11.49
6/16/17,434.8,232,37.67,120.847,62.05,13.85,24.16,11.38
6/15/17,430.37,231.05,37.455,119.666,61.85,13.885,23.82,11.38
6/14/17,436.92,233.45,37.71,119.518,62.4,13.895,23.825,11.39
6/13/17,435.48,233.05,37.41,117.993,63.35,14.11,24.21,11.4
6/12/17,432.94,231.55,37.3,116.566,63.39,14.015,24.105,11.41
6/9/17,437.16,233.55,37.735,117.157,64.51,14.25,23.96,11.49
6/8/17,436.31,232.25,36.94,116.861,63.72,14.13,23.77,11.39
6/7/17,438.41,233.8,37.24,115.877,63.48,13.975,23.805,11.38
6/6/17,438.85,233.3,37.08,117.009,62.45,13.705,23.945,11.33
6/5/17,441.16,232.25,37.07,,63.1,13.715,23.995,11.37
6/2/17,442.4,236.15,38.13,119.666,63.4,13.79,23.875,11.36
6/1/17,439.05,231.9,37.7,117.157,62.99,13.71,24.305,11.45
5/31/17,438.23,229.65,37.18,116.222,62.82,13.64,24.15,11.43
5/30/17,436.38,231.1,37.07,114.647,63.6,13.78,24.38,11.56
5/29/17,437.18,231.65,37.07,114.844,66.35,13.905,24.385,11.61
5/26/17,437.41,232,37.005,114.844,66.39,14.5,24.29,11.63
5/24/17,438.59,230.55,36.75,115.779,66.84,14.52,24.6,11.71
5/23/17,438.75,230.3,36.415,116.172,66.18,14.625,24.545,11.69
5/22/17,439.41,232.4,36.63,114.745,65.46,14.37,24.52,11.63
5/19/17,438.14,229.8,36.425,115.09,65.67,14.315,24.71,11.73
5/18/17,433.01,230.65,36.27,114.893,64.36,14.18,24.695,11.49
5/17/17,435.65,234.7,37.125,114.057,65.11,14.055,25.415,11.41
5/16/17,438.51,237.2,37.575,115.73,67.21,14.36,25.345,11.56
5/15/17,434.54,237.35,37.47,114.204,67.07,14.4,25.395,11.65
5/12/17,431.99,236.8,37.44,114.893,66.56,14.285,25.32,11.65
5/11/17,428.58,236.25,37.35,113.269,66.41,14.18,25.315,11.63
5/10/17,430.86,234.85,37.22,114.45,66.78,14.31,25.23,11.59
5/9/17,431.27,235.15,37.545,113.86,66.66,14.24,24.92,11.57
5/8/17,430.76,233.75,37.17,113.417,66.84,14.385,24.73,11.55
5/5/17,433.6,229.6,36.975,113.269,67.88,14.48,24.48,11.64
5/4/17,430.16,228.15,36.215,111.892,66.37,14.13,23.985,11.62
5/3/17,425.08,227.45,36.315,110.858,66.15,13.95,23.945,11.55
5/2/17,424.82,227.6,36.225,109.185,65.77,13.795,23.91,11.41
4/28/17,421.97,225.45,36.04,111.793,64.78,13.65,23.88,11.29
4/27/17,421.76,226.65,36.485,110.858,64.99,13.575,23.96,10.9
4/26/17,422.74,228.1,36.505,106.331,65.8,13.76,24.275,10.89
4/25/17,423.63,229.35,36.415,106.725,66.95,13.8,24.1,11
4/24/17,418.6,227.05,35.81,106.971,66.66,13.78,24.055,10.98
4/21/17,404.32,219.65,34.6,103.527,62,12.43,23.92,10.73
4/20/17,406.26,220.9,36.68,102.74,60.65,12.285,23.95,10.67
4/19/17,404.02,221.95,36.845,102.838,58.34,11.995,24.06,10.61
4/18/17,403,223.8,37.2,102.543,57.32,11.685,24.505,10.52
4/13/17,404.25,224.1,37.13,104.855,58.3,11.905,24.855,10.53
4/12/17,404.89,224.7,37.395,104.56,59.1,12.11,25.15,10.64
4/11/17,404.43,224.9,37.37,104.216,59.39,12.24,25.19,10.57
4/10/17,404.13,223.1,37.24,104.954,60,12.385,25.17,10.59
4/7/17,404.1,223.5,37.525,105.79,60.9,12.57,25.17,10.58
4/6/17,405.52,222.8,37.345,105.79,60.75,12.52,24.9,10.64
4/5/17,404.68,219,36.99,106.135,60.1,12.555,24.805,10.58
4/4/17,405.15,219.2,36.67,105.79,60.71,12.445,24.55,10.51
4/3/17,404.36,217.85,36.54,106.085,61.22,12.49,24.37,10.69
3/31/17,407.71,219.1,36.46,106.331,62.43,12.7,24.615,10.72
3/30/17,407.24,215,36.055,105.101,61.8,12.64,24.8,10.63
3/29/17,406.96,216.8,36.15,105.2,62.04,12.64,24.68,10.5
3/28/17,408.73,215.2,36.2,105.2,61.92,12.71,24.405,10.53
3/27/17,407.41,217.7,36.46,104.905,60.36,12.245,24.06,10.47
3/24/17,406.78,222.7,36.38,105.298,60.46,12.28,24.16,10.54
3/23/17,406.66,221.9,36.185,105.249,61.1,12.355,24.41,10.51
3/22/17,404.36,220,36.08,103.379,60.29,12.2,24.35,10.32
3/21/17,406.06,219.45,36.3,103.724,60.26,12.28,24.44,10.49
3/20/17,405.18,218.7,36.58,104.56,59.65,12.245,24.36,10.69
3/17/17,406.54,220.15,36.615,105.151,60.28,12.305,24.55,10.78
3/16/17,404.74,218.3,36.11,105.298,60.69,12.35,24.44,11.35
3/15/17,398.62,212.9,35.28,104.609,60.09,12.37,24.155,11.29
3/14/17,396.65,213.3,35.28,105.544,59.85,12.335,23.985,11.25
3/13/17,399.33,213.9,35.22,105.544,61.18,12.515,24.38,11.39
3/10/17,398.2,213.25,34.54,105.052,61.86,12.645,24.165,11.39
3/9/17,394.52,217.4,34.94,104.166,60.79,12.395,24.015,11.33
3/8/17,392.59,215.5,35.04,104.363,59.35,12.065,24.54,11.22
3/7/17,393.68,214.6,35.09,105.446,58.84,12.065,24.805,11.19
3/6/17,394.85,217.1,35.5,105.052,58.7,12.095,24.81,11.17
3/3/17,396.32,217.45,35.475,104.954,59.31,12.195,24.865,11.21
3/2/17,394.62,215.85,35.255,104.511,57.67,11.86,24.89,11.1
3/1/17,396.88,217.35,35.44,103.92,57.59,11.81,24.78,11.17
2/28/17,392.75,215.35,35.065,102.149,55.13,11.395,24.38,11.06
2/27/17,391.84,215.15,35.095,102.641,54.74,11.29,24.4,11.02
2/24/17,391.06,216.85,35.455,102.592,54.68,11.215,24.525,11.19
2/23/17,393.99,218.05,35.62,103.428,55.62,11.39,24.75,11.28
2/22/17,393.8,216.65,35.415,106.184,55.8,11.62,24.67,11.3
2/21/17,393.71,218.2,35.375,107.168,55.79,11.575,24.82,11.52
2/20/17,393.67,220.65,35.845,105.495,55.63,11.605,24.425,11.5
2/17/17,392.95,220.65,36.09,104.806,55.75,11.82,24.535,11.5
2/16/17,394.27,223.35,36.19,104.265,57.02,12.145,24.885,11.5
2/15/17,393.16,222.1,36.1,104.314,57.49,12.315,25.56,11.48
2/14/17,391.12,219.65,35.99,104.117,56.78,11.755,25.645,11.42
2/13/17,392.19,218.4,35.66,104.757,56.35,11.58,25.655,11.45
2/10/17,390.68,219,35.84,104.314,55.7,11.4,25.47,11.42
2/9/17,390.89,220.1,35.975,103.871,56.69,11.46,25.19,11.39
2/8/17,389.31,219.5,36,101.362,56.06,11.415,24.84,11.34
2/7/17,387.84,215.9,35.905,101.46,57.15,11.68,25.13,11.28
2/6/17,388.18,212.6,35,100.378,60.01,11.97,25.27,11.23
2/3/17,392.61,215.05,35.14,101.559,61.14,12.275,25.465,11.24
2/2/17,390.47,213.65,35.26,101.362,60.26,12.15,25.185,11.24
2/1/17,390.55,214,35.41,101.017,60.63,12.33,25.115,11.19
1/31/17,388.35,212.95,35.15,100.673,59.18,12.265,25.04,11.19
1/30/17,387.67,211.1,34.805,102.838,60.28,12.285,25.19,11.21
1/27/17,391.4,212.3,35.005,104.265,61.45,12.475,25.685,11.2
1/26/17,392.75,212.6,35.1,104.757,61.64,12.545,25.79,11.34
1/25/17,393.64,211.95,34.905,102.592,62.39,12.505,25.865,11.16
1/24/17,389.32,213,35.11,99.787,59.9,12.24,25.605,10.93
1/23/17,387.26,215.45,35.39,99.443,59.18,12.055,25.53,10.79
1/20/17,387.05,214.05,35.2,100.87,60.06,12.39,25.7,10.88
1/19/17,385.78,214.25,35.265,100.279,59.76,12.385,25.6,10.68
1/18/17,387.87,217.6,36.16,100.378,59.69,12.35,25.86,10.64
1/17/17,387.75,216.7,35.75,98.852,60.56,12.44,25.92,10.55
1/16/17,384.89,218.5,36.125,99.492,61.21,12.45,25.965,10.6
1/13/17,389.25,221.15,36.16,100.033,62.16,12.59,26.185,10.63
1/12/17,386.04,222.1,36.215,98.41,60.55,12.12,26.165,10.41
1/11/17,385.3,222.3,36.36,99.443,60.62,12.065,26.245,10.37
1/10/17,384.49,222.55,36.575,99.246,60.85,12.085,25.895,10.33
1/9/17,384.44,223.95,36.655,100.082,61.19,12.125,25.97,10.41
1/5/17,387.51,224.1,36.885,101.017,62.22,12.33,26.53,10.69
1/4/17,382.5,223.15,36.82,100.427,62.8,12.3,26.665,10.81
1/3/17,381.33,222.6,36.55,99.148,61.92,12.245,26.535,10.8
1/2/17,380.1,226.5,37.595,98.606,60.35,11.86,26.22,10.62
12/30/16,381.19,226.75,37.345,97.553,60.55,11.78,25.985,10.6
12/29/16,377.26,223.2,36.985,97.16,59.85,11.735,26.185,10.58
12/28/16,375.41,220.2,36.645,97.12,60.65,11.88,26.245,10.63
12/27/16,376.92,222.9,36.99,97.15,60.68,11.88,26.04,10.6
12/23/16,376.11,221.55,36.73,96.933,61.17,11.905,25.92,10.66
12/22/16,375.72,221.5,36.62,97.229,61.58,12.01,26,10.6
12/21/16,375.96,222,36.905,97.13,61.21,11.965,26.02,10.6
12/20/16,375.7,221.85,36.7,97.13,61.47,11.945,26.265,10.54
12/19/16,375.56,220.5,36.49,96.786,60.5,11.735,25.985,10.52
12/16/16,376.08,216.8,35.975,96.018,60.96,11.9,25.94,10.57
12/15/16,373.61,213.75,35.56,96.146,61.7,11.975,25.72,10.62
12/14/16,379.02,215.5,36.255,94.394,58.59,11.54,25.48,10.45
12/13/16,379.81,216.4,36.485,94.68,59.73,11.52,25.43,10.6
12/12/16,376.45,211.7,35.87,93.489,59.21,11.565,25.33,10.52
12/9/16,374.57,216.45,36.15,93.036,60,11.495,24.95,10.54
12/8/16,373.39,210.15,35.26,91.688,60.61,11.615,24.73,10.36
12/7/16,373.57,209.7,35.56,88.667,59.46,11.38,24.585,10.16
12/5/16,367.45,204.85,34.725,86.748,55.3,10.855,24.385,9.865
12/2/16,362.27,205.5,35.125,85.764,54.59,10.6,24.355,9.77
12/1/16,362.16,203.7,34.555,85.4,55.9,10.75,24.56,9.795
11/30/16,362.48,208.25,35.185,87.181,54.78,10.65,23.98,9.905
11/29/16,362.33,210.9,35.35,87.358,54.39,10.65,23.03,9.77
11/28/16,359.71,210.7,35.36,86.699,53.5,10.6,23.385,9.75
11/25/16,362.76,211.05,35.375,87.388,54.94,10.835,23.65,9.945
11/24/16,360.81,210.15,35.275,87.338,55.29,10.88,23.86,9.955
11/23/16,359.75,210.35,35.315,86.935,55.65,10.915,23.795,9.965
11/22/16,362.33,208.6,35.15,88.185,55.77,10.995,23.75,9.995
11/21/16,360.85,207.5,34.615,89.553,54.5,10.775,23.68,9.89
11/18/16,359.28,208.3,34.61,90.005,54.39,10.81,23.155,9.87
11/17/16,362.26,208.95,34.99,90.389,54.6,10.79,23.33,9.855
11/16/16,362.03,205.85,34.73,89.366,54.18,10.79,23.08,9.835
11/15/16,364.02,207.75,35.26,93.273,55.49,10.885,23.055,9.875
11/14/16,363.56,205.15,34.62,92.515,55.66,10.85,22.45,9.775
11/11/16,366.53,207.8,35.105,92.407,54.75,10.685,22.66,9.745
11/10/16,369.07,206.05,34.97,92.072,55.41,10.59,23.5,9.705
11/9/16,371.72,212.3,36.105,91.993,54.8,10.67,23.61,9.625
11/8/16,369.17,214.25,36.61,87.476,53.12,10.28,23.4,9.505
11/7/16,368.66,214.05,36.48,87.594,52.53,9.731,23.125,9.36
11/4/16,365.46,211.2,36.25,86.522,50.64,9.519,22.72,9.19
11/3/16,368.46,212.6,36.41,87.338,51.51,9.667,22.87,9.305
11/2/16,368.02,214.9,36.905,87.703,50.76,9.504,22.765,9.27
11/1/16,370.74,212.95,36.885,89.346,52.74,9.69,23.375,9.4
10/31/16,371.61,217,37.265,88.854,52.84,9.832,22.71,9.595
10/28/16,372.84,217.65,37.37,89.277,53.97,9.937,23.02,9.635
10/27/16,372.19,216.8,37.435,89.287,53.5,9.945,23.215,9.625
10/26/16,372.93,222.7,38.12,88.736,52.91,9.925,22.98,9.75
10/25/16,373.64,229.65,39.22,90.045,52.82,9.898,23.25,9.545
10/24/16,374.49,229.45,39.29,89.602,52.69,9.859,23.235,9.57
10/21/16,374.38,227.15,38.945,88.893,51.64,9.54,23.315,9.545
10/20/16,376.83,227.75,38.95,89.031,51.06,9.527,23.26,9.445
10/19/16,376.9,226.45,38.615,88.765,50,9.387,23.275,9.43
10/18/16,376.39,227.15,38.61,89.189,49.315,9.409,23.03,9.44
10/17/16,371.2,223.25,38.06,88.047,48.5,9.264,22.77,9.215
10/14/16,373.78,225.05,38.39,89.1,48.195,9.21,23.1,9.24
10/13/16,370.52,223.5,38.035,87.978,46.935,9.049,22.915,9.05
10/12/16,373.43,219.4,37.73,88.254,48.335,9.35,23.11,9.15
10/11/16,376.53,219.45,38.15,89.011,48.55,9.255,23.195,9.03
10/10/16,381.1,221.1,38.55,89.592,49.1,9.189,23.505,9.35
10/7/16,379.31,219.4,38.245,88.372,49.31,9.105,22.985,9.355
10/6/16,382.62,222.1,38.185,88.569,48.55,9.114,22.945,9.345
10/5/16,385.71,227.9,38.89,88.51,47.6,9.08,23.08,9.225
10/4/16,387.42,237.65,39.985,88.598,46.03,8.887,22.9,9.19
10/3/16,385.04,239.7,40.45,,45.615,8.779,22.355,9.12
9/30/16,385.03,240,40.8,88.008,45.77,8.778,22.17,8.815
9/29/16,384.63,240.15,40.635,86.896,45.405,8.695,22.23,8.785
9/28/16,383.99,242.6,41,87.84,45.615,8.702,21,8.675
9/27/16,381.66,243.1,41.155,87.368,45.185,8.543,20.92,8.675
9/26/16,382.6,241.3,40.79,87.781,45.42,8.634,21.23,8.725
9/23/16,387.89,243.6,41.125,90.025,46.955,8.877,21.545,8.905
9/22/16,390.58,241.85,41.2,90.753,47.3,8.953,21.63,8.975
9/21/16,382.15,236.1,40.17,90.153,46.24,8.841,21.335,8.9
9/20/16,380.73,237.9,40.78,90.635,44.955,8.589,21.255,8.875
9/19/16,381.44,235.45,40.57,90.143,44.93,8.609,21.435,8.82
9/16/16,377.11,232.45,40.1,89.336,44.64,8.64,21.145,8.74
9/15/16,382.61,233.25,40.125,89.917,45.685,8.705,21.375,8.84
9/14/16,380.86,235.2,40.365,92.062,45.945,8.548,21.35,8.75
9/13/16,380.55,235.85,40.59,91.816,46.015,8.496,21.515,8.775
9/12/16,384.53,238.4,40.92,92.062,46.875,8.647,22.08,8.87
9/9/16,387.5,241.2,41.145,93.509,47.93,8.786,22.295,8.965
9/8/16,392.81,248,42.665,94.66,47.825,8.781,22.675,8.985
9/7/16,393.64,250.15,42.84,95.408,46.975,8.621,22.575,8.93
9/6/16,392.83,249.25,42.7,94.394,46.72,8.537,22.325,8.85
9/5/16,391.05,248.5,42.575,92.741,47.38,8.683,22.63,8.91
9/2/16,391.2,248.8,42.435,93.42,47.82,8.688,22.35,8.935
9/1/16,384.83,245.8,42.095,92.387,46.83,8.516,21.725,8.765
8/31/16,383.31,246,42.01,94.444,45.605,8.49,22.015,8.76
8/30/16,384.43,245.4,42.12,95.703,45.35,8.293,22.375,8.515
8/29/16,383.56,243.95,41.975,95.132,44.485,8.153,22.245,8.355
8/26/16,386.17,245.2,42.2,95.457,44.83,8.195,22.275,8.365
8/25/16,385.73,245.85,42.31,94.512,44.43,8.181,22.025,8.3
8/24/16,388.7,245.9,42.18,95.182,44.655,8.235,22.165,8.345
8/23/16,388.89,247.1,42.355,95.132,43.905,8.101,22.165,8.205
8/22/16,385.37,244.05,41.94,94.365,43.015,7.937,22.16,8.08
8/19/16,385.04,243.8,41.885,94.818,42.58,7.916,22.36,8.115
8/18/16,388.52,245.3,42.185,95.26,43.38,8.061,22.54,8.17
8/17/16,383.81,244.05,41.94,94.129,43.405,8.068,22.365,8.125
8/16/16,386.89,245.45,42.365,96.363,44.02,8.167,22.415,8.205
8/15/16,386.95,247.95,43.1,97.071,44.615,8.238,22.375,8.3
8/12/16,386.51,248.4,43.13,96.54,44.675,8.247,22.37,8.325
8/11/16,386.8,246.95,42.865,96.766,45,8.294,22.47,8.365
8/10/16,384.12,246.2,43.03,95.871,44.63,8.284,22.46,8.265
8/9/16,382.69,245.95,42.96,97.248,44.815,8.213,22.62,8.275
8/8/16,378.31,245.05,42.81,94.473,44.39,8.142,22.68,8.065
8/5/16,378.52,246.3,43.165,94.345,43.845,7.967,22.54,8.03
8/4/16,376.29,244.35,42.44,92.456,42.56,7.8,22.465,7.88
