Date,SXXP,URW,LI,BAYN,BNP,ACA,RDSA,NDA
5/5/15,437.97,240.4,42.815,124.439,55.04,13.545,28.495,11.08
5/4/15,442.81,249.1,44.09,128.031,56.75,13.965,28.71,11.42
4/30/15,443.84,246.5,43.3,127.834,56.44,13.905,28.37,11.46
4/29/15,442.75,247.95,42.735,126.948,57.35,14.01,28.56,11.58
4/28/15,445.65,252.8,43.205,132.262,58.61,14.225,28.875,11.9
4/27/15,449.83,255.65,44.475,136.15,59.17,14.34,29.075,12.02
4/24/15,443.26,251.75,43.725,133.148,58.99,14.115,28.965,11.95
4/23/15,440.73,252.25,44.085,132.016,58.01,13.695,29.14,11.93
4/22/15,438.76,255.8,44.82,134.28,58.01,13.69,29.035,11.74
4/21/15,439.97,254.3,45.2,135.608,55.59,13.425,29.2,11.76
4/20/15,437.34,253.65,45.08,134.624,56.07,13.565,29.44,11.61
4/17/15,435.14,249.9,44.6,131.377,55.11,13.4,29.035,11.49
4/16/15,440.93,252.55,45.9,136.74,56.33,13.79,29.35,11.78
4/15/15,439.69,254.25,46.98,140.578,57.14,14.215,28.94,11.78
4/14/15,438.83,255.05,47.685,140.922,56.8,13.98,28.42,11.83
4/13/15,437.7,253.7,47.045,142.891,57.62,14.15,28.335,11.81
4/10/15,437.38,256.8,47.275,143.875,57.25,14.185,28.08,11.63
4/9/15,436.48,254.55,46.805,139.495,57.93,14.25,27.78,11.61
4/8/15,437.8,253.35,46.69,137.675,57.67,14.135,27.44,11.54
4/7/15,438.75,252.35,46.36,138.954,57.18,14.125,28.7,11.57
4/2/15,432.81,249.1,45.83,136.592,57.24,14.105,27.67,11.4
4/1/15,429.6,250.75,45.81,138.069,57.03,14.1,28,11.51
3/31/15,426.22,251.05,45.69,137.724,56.57,13.675,27.835,11.37
3/30/15,432.63,256.2,46.535,140.086,57.26,13.895,28.15,11.52
3/27/15,431.22,253.05,46.02,136.937,56.19,13.61,27.825,11.29
3/26/15,428.75,249.5,45.365,136.592,55.12,13.46,28.22,11.33
3/25/15,436.51,253,46.015,138.118,54.85,13.67,28.5,11.47
3/24/15,439.52,255.7,46.455,140.283,55.8,13.74,28.355,11.56
3/23/15,438.64,257.2,46.575,138.905,54.54,13.515,28.69,11.57
3/20/15,438.23,257.4,46.57,141.66,53.98,13.415,28.495,11.72
3/19/15,426.28,255.5,45.305,140.135,52.96,13.23,28.34,12.42
3/18/15,424.68,255.2,44.595,140.43,52.25,13.075,28,12.19
3/17/15,420.97,252.5,43.73,140.332,52.28,13.23,27.55,12.28
3/16/15,423.79,256,44.305,142.94,52.44,13.285,27.18,12.37
3/13/15,416.12,254.95,44.2,139.446,51.68,13.1,27.06,12.17
3/12/15,419.44,251.05,43.33,138.019,51.6,13.06,27.68,12.21
3/11/15,416.52,252.75,43.265,138.856,52.01,13.09,27.47,12.31
3/10/15,417.68,248,42.39,133.985,51.04,12.72,27.41,12.02
3/9/15,427,249.1,42.52,133.886,51.96,12.95,28.375,12.13
3/6/15,427.92,253.35,43.455,131.524,52.08,13.05,28.26,12.04
3/5/15,433.83,259.45,45.565,131.229,52.14,12.805,28.275,12.04
3/4/15,432.52,258.2,44.785,130.393,51.92,12.785,28.285,12.04
3/3/15,434.24,256.7,44.98,129.359,50.91,12.585,28.2,11.96
3/2/15,437.38,259.95,45.125,129.802,52.54,12.745,28.76,12.06
2/27/15,439.08,257.6,43.69,129.95,52.09,12.57,29.26,12.02
2/26/15,437.38,260.45,44.75,129.901,51.61,12.61,28.95,11.94
2/25/15,439.48,258.05,44.66,125.275,51,12.54,28.96,11.86
2/24/15,438.99,260.25,45.64,125.964,51.98,12.81,29.065,11.86
2/23/15,436.37,259,45.43,124.291,51.76,12.77,28.825,11.74
2/20/15,435.52,255.85,44.66,122.52,51.29,12.895,28.86,11.64
2/19/15,433.78,258.85,44.995,122.815,51.43,12.78,28.68,11.52
2/18/15,431.45,253.75,44.42,123.061,50.91,12.885,29.265,11.56
2/17/15,430.48,256.2,44.075,123.652,49.52,11.975,28.965,11.45
2/16/15,427.61,255.9,44.11,123.406,49.175,11.915,28.82,11.41
2/13/15,430.16,256.3,44.295,124.439,48.41,11.965,29,11.4
2/12/15,426.86,255.15,43.195,123.947,47.25,11.335,28.55,11.2
2/11/15,420.18,252.8,42.48,121.634,46.065,10.835,28.965,11.29
2/10/15,421.87,254.1,42.735,121.782,46.17,11,29,11.5
2/9/15,419.8,250.5,41.855,119.666,45.7,10.845,29.395,11.29
2/6/15,422.66,256.45,42.665,123.258,47.17,10.975,29.205,11.53
2/5/15,426.56,258.6,43.17,125.767,47.005,10.86,29.125,11.34
2/4/15,424.75,257.35,43.18,127.637,48.805,10.83,28.815,11.31
2/3/15,424.75,259.1,42.61,127.588,48.405,10.995,28.805,11.65
2/2/15,416.24,255.4,42.045,126.997,47.195,10.65,27.46,11.49
1/30/15,414.33,250.1,41.81,126.013,46.775,10.565,26.925,11.3
1/29/15,416.88,251.35,41.945,126.702,47.65,10.76,27.45,11.35
1/28/15,419.05,244.1,41.67,127.145,47.5,10.785,28.81,11.18
1/27/15,418.59,244.85,41.265,125.571,48.845,10.985,29.325,10.39
1/26/15,420.06,251.95,41.685,127.391,49.33,11.15,29.52,10.36
1/23/15,416.85,250.05,41.295,126.063,49,11.25,29.08,10.29
1/22/15,414.4,241.1,40.06,121.142,49.4,11.43,28.645,10.19
1/21/15,414.52,235.2,39.6,121.241,48.27,11.05,28.245,9.78
1/20/15,411.06,238.35,39.35,121.831,47.74,10.88,27.79,9.77
1/19/15,410.01,238.4,39.16,122.028,46.615,10.72,27.7,9.695
1/16/15,406.95,240.95,39.665,121.733,45.99,10.73,27.655,9.575
1/15/15,404.24,230.3,38.995,118.583,46.085,10.525,27.015,9.435
1/14/15,400.4,224.8,38.855,114.992,44.935,10.305,25.995,9.17
1/13/15,406.31,224.6,38.5,116.517,46.345,10.36,26.815,9.285
1/12/15,401.93,220.4,38.4,113.466,45.295,9.995,26.7,9.225
1/9/15,399.77,217,37.99,111.35,44.935,10.065,27.08,9.2
1/8/15,404.56,221.1,37.185,114.598,46.495,10.3,27.495,9.37
1/7/15,394.18,213.15,37.425,108.693,45.035,10.055,26.87,9.26
1/5/15,398.22,209.85,35.29,107.463,47.03,10.4,26.615,9.395
1/2/15,409.94,211.55,35.6,111.203,49.43,10.9,27.75,9.615
12/30/14,414.58,211.3,35.52,111.203,48.83,10.74,27.665,9.635
12/29/14,419.05,215.3,35.7,113.22,50.1,10.8,28.15,9.64
12/23/14,418.93,214.7,35.99,113.368,49.6,10.86,27.965,9.56
12/22/14,418.98,213,35.65,113.565,48.705,10.665,27.725,9.415
12/19/14,416.53,210.1,35.14,112.187,48.445,10.595,27.755,9.35
12/18/14,416.49,206.1,35.11,113.171,49.24,10.6,26.84,9.31
12/17/14,408.81,198.65,34.065,110.317,47.48,10.345,26.575,9.105
12/16/14,411.4,198,33.915,110.514,47.745,10.51,25.745,9.17
12/15/14,402.11,196.3,34.04,107.365,46.45,10.175,24.56,9.41
12/12/14,411.72,201.2,34.77,111.006,48.195,10.445,25.13,9.66
12/11/14,420.3,205.3,35.12,113.958,49.45,10.715,25.97,9.975
12/10/14,421.71,204.7,35.21,113.811,49.455,10.795,25.77,10.03
12/9/14,421.99,204.8,35.17,112.777,49.98,10.8,26.395,10.01
12/8/14,429.31,208.45,35.61,117.304,51.75,11.265,26.665,10.15
12/5/14,431.45,210.15,35.88,119.026,51.92,11.415,27.235,10.22
12/4/14,426.74,208.75,35.76,115.09,49.865,11.08,27.145,9.975
12/3/14,429.86,212.55,36.37,117.107,51.06,11.35,27.795,10.14
12/2/14,430.25,213.3,36.62,116.812,51.03,11.065,27.855,9.935
12/1/14,431.84,211.1,36.1,118.485,50.69,11.09,26.75,9.965
11/28/14,431.81,212.5,36.09,119.026,51.56,11.305,26.845,10.08
11/27/14,433.39,210.8,35.83,118.436,51.28,11.235,27.435,10.3
11/26/14,433.02,206.45,35.135,116.025,50.68,11.02,28.585,10.19
11/25/14,431.46,207.35,35.17,115.926,51.12,11.125,28.34,10.22
11/24/14,429.63,206.95,34.405,115.582,50.2,10.855,28.63,10.16
11/21/14,427.68,204.9,34.445,116.123,49.67,10.68,28.855,10.07
11/20/14,424.17,201.05,33.795,112.285,47.82,10.375,28.205,9.86
11/19/14,425.63,202.85,34.14,112.088,48.64,10.565,27.81,9.93
11/18/14,425.21,203.4,34.45,111.547,48.365,10.495,27.9,9.965
11/17/14,419.81,201.2,34.315,109.185,47.85,10.4,27.705,9.775
11/14/14,420.01,201.75,34.245,108.152,47.55,10.345,27.58,9.755
11/13/14,418.65,201.25,34.07,108.89,47.045,10.275,27.42,9.695
11/12/14,416.82,199.2,34.045,107.758,46.905,10.04,28.17,9.69
11/11/14,422.44,202.85,34.435,110.268,48.07,10.45,28.27,9.985
11/10/14,419.67,201.75,34.275,110.465,48.16,10.505,28.54,9.945
11/7/14,416.82,201.5,34.095,110.071,48.67,10.67,28.48,9.845
11/6/14,417.91,204.4,34.76,112.679,49.62,10.99,27.83,9.99
11/5/14,420.18,204.55,34.72,111.99,49.665,11.665,27.68,10.14
11/4/14,415.09,201.6,34.42,109.776,48.735,11.505,27.27,9.945
11/3/14,417.31,202.1,34.47,110.514,49.365,11.74,28.105,9.99
10/31/14,422.04,204.45,34.5,111.646,50.14,11.795,28.49,10.12
10/30/14,416.99,199.55,33.8,108.201,48.465,11.595,28.275,10.05
10/29/14,418.67,199.2,33.675,105.347,48.47,11.405,28.22,10.05
10/28/14,418.16,198.75,33.49,105.741,49.525,11.725,27.835,9.93
10/27/14,413.04,193.7,32.95,103.33,48.885,11.605,27.705,9.835
10/24/14,414.2,195.05,33.345,104.068,49.505,11.72,27.875,9.96
10/23/14,414.99,195.45,33.285,105.2,49.205,11.595,28,9.975
10/22/14,412.99,193.35,33.125,103.576,48.475,11.4,27.725,9.855
10/21/14,412.22,194.35,32.755,102.543,48.29,11.295,27.42,9.97
10/20/14,405.61,189.15,32.025,100.87,47.065,10.87,26.56,9.545
10/17/14,406.99,189.3,31.885,103.182,47,10.9,27.115,9.64
10/16/14,397.61,186.85,31.36,99.787,45.45,10.375,25.905,9.19
10/15/14,398.26,186.15,31.095,97.307,46.455,10.49,26.44,9.2
10/14/14,407.06,193,31.985,101.116,48.695,11.095,27.345,9.525
10/13/14,407.29,194.15,32.46,101.362,48.515,11.095,27.78,9.53
10/10/14,406.5,193.1,32.35,101.116,48.515,11.08,27.84,9.57
10/9/14,414.41,193.9,32.46,103.674,48.85,10.985,28.555,9.615
10/8/14,415.84,194.45,32.75,103.133,49.41,11.25,28.92,9.74
10/7/14,418.59,195.4,32.99,103.92,50.1,11.4,29.025,9.91
10/6/14,423.19,199.5,33.44,106.43,51.16,11.59,29.16,10.21
10/3/14,419.42,198.75,33.42,,50.94,11.705,29.255,10.16
10/2/14,420.91,197.85,33.42,106.036,50.53,11.395,29.08,9.97
10/1/14,428.98,201.95,33.995,108.595,52.35,11.79,29.985,10.16
9/30/14,433.28,203.7,34.67,109.136,52.52,11.945,30.325,10.29
9/29/14,432.96,200.95,34.53,107.266,52.08,11.76,30.205,10.05
9/26/14,434.34,202.25,34.86,108.3,52.83,11.895,30.04,10.16
9/25/14,435.03,200.1,34.08,108.447,52.66,11.76,29.995,10.2
9/24/14,440.32,204.25,34.625,110.563,53.25,11.875,30.345,10.4
9/23/14,439.23,202.25,34.815,109.235,52.71,11.765,30.27,10.3
9/22/14,444.87,204.5,35.1,110.908,53.65,11.94,30.565,10.32
9/19/14,447.26,204.3,34.92,110.465,54,12.005,30.58,10.18
9/18/14,449.44,205,34.525,110.908,54.3,12.125,30.44,10.04
9/17/14,446.02,205.05,34.32,104.462,53.82,11.975,30.215,9.885
9/16/14,444.49,203.75,34.1,104.363,53.37,11.81,30.22,9.705
9/15/14,444.74,205.8,35.02,104.905,53.54,11.835,29.96,9.73
9/12/14,446.66,207.1,36.01,104.462,53.97,11.945,29.97,9.735
9/11/14,445.49,207.6,36.11,104.708,53.71,11.905,30.16,9.76
9/10/14,444.73,207.4,36.075,103.97,53.85,11.995,30.285,9.845
9/9/14,445.43,206.8,36.325,103.674,53.33,11.935,30.095,9.725
9/8/14,447.63,207.95,36.79,103.92,54,11.93,30.4,9.88
9/5/14,450.14,206.2,37.02,103.92,54.07,11.96,30.825,9.87
9/4/14,451.71,205.55,36.925,103.97,54.3,11.75,30.92,9.975
9/3/14,453.33,203.9,37.09,102.641,52.78,11.48,30.665,9.805
9/2/14,449.86,203.2,36.715,100.968,51.67,11.295,30.67,9.78
9/1/14,450.21,204.05,36.485,101.017,51.38,11.205,31.02,9.825
8/29/14,449.56,204.4,36.25,100.427,51.38,11.285,30.735,9.915
8/28/14,449.33,203.9,36.255,99.541,51.47,11.19,30.71,9.84
8/27/14,452.96,205.15,36.515,100.033,51.76,11.365,30.51,10.09
8/26/14,452.36,206.2,36.49,101.214,51.3,11.145,30.43,10.11
8/25/14,449.34,203.35,36.075,99.787,50.23,10.99,30.115,10.08
8/22/14,445.86,197.25,35.455,97.455,49.07,10.805,30.03,10.06
8/21/14,448.18,198.3,35.49,98.459,49.39,10.81,30.09,10.03
8/20/14,445.61,197.85,35.16,97.386,48.57,10.69,30.12,9.9
8/19/14,446.81,199,35.175,97.721,48.81,10.715,30.365,9.925
8/18/14,445.76,197.45,35.175,95.939,48.665,10.655,30.04,9.875
8/15/14,441.36,196.05,35.01,93.893,48.325,10.47,29.67,9.82
8/14/14,442.57,198.65,35.17,96.136,48.56,10.605,29.675,9.785
8/13/14,441.27,195.95,34.65,95.644,48.735,10.565,29.565,9.86
8/12/14,439.2,195.15,34.865,94.109,47.9,10.43,29.87,9.815
8/11/14,440.88,195.5,34.885,95.438,48.025,10.45,30.11,9.87
8/8/14,435.9,191.7,34.38,93.607,47.97,10.435,29.785,9.64
8/7/14,436.49,188,34.745,94.404,48.17,10.36,30.3,9.675
8/6/14,440.09,193.2,34.35,95.034,48.925,10.58,30.585,9.695
8/5/14,443.98,195.15,34.705,95.241,49.47,10.51,30.68,9.84
8/4/14,444.3,193.4,34.715,93.223,50.19,10.285,30.32,9.85
8/1/14,445.79,196.7,35,94.207,49.76,10.085,30.21,9.87
7/31/14,449.72,200.65,35.355,97.347,49.5,10.12,30.8,10.08
7/30/14,455.47,204.4,35.36,99.394,49.88,10.57,30.095,10.29
7/29/14,459.02,205.45,35.35,97.898,50.04,10.685,30.51,10.26
7/28/14,458.8,202.45,36.355,97.711,49.645,10.74,30.435,10.27
7/25/14,459.2,200.65,36.3,97.14,49.58,10.68,30.53,10.35
7/24/14,463.81,204.65,37.05,99.344,49.8,10.715,30.71,10.29
7/23/14,461.59,205.25,37.355,98.803,49.005,10.295,30.67,10.15
7/22/14,461.16,205.1,37.25,98.301,48.755,10.2,30.605,10.16
7/21/14,456.94,203.5,37.05,97.622,48.65,10.085,30.32,10.03
7/18/14,459.19,205.3,37.185,99.246,48.925,10.275,30.44,10.04
7/17/14,459.46,206,37.755,98.902,48.61,10.17,30.53,10.07
7/16/14,463.97,205.9,37.57,100.476,49.185,10.39,30.665,10.33
7/15/14,459.17,205,37.39,99.246,48.225,9.915,30.22,10.23
7/14/14,462.52,207.05,37.66,100.328,48.775,10.02,30.175,10.28
7/11/14,458.3,205.85,37.285,99.541,48.36,9.898,30.06,10.1
7/10/14,457.36,205.25,37.29,99.197,47.69,10,29.81,10.1
7/9/14,463.26,206.95,37.15,101.509,48.365,10.21,30.065,10.27
7/8/14,462.62,204.55,36.74,100.87,48.56,10.17,30.065,10.2
7/7/14,469.13,207.75,37.265,102.001,49.615,10.435,30.21,10.33
7/4/14,472.97,209.8,37.3,103.428,50.2,10.64,30.485,10.37
7/3/14,474.62,212,37.74,104.314,51.25,10.705,30.295,10.41
7/2/14,471.92,212.3,37.52,102.838,51.01,10.56,30.54,10.51
7/1/14,472.19,213.1,37.415,103.773,51.33,10.605,30.365,10.5
6/30/14,468.01,212.45,37.215,101.509,49.545,10.3,30.24,10.28
6/27/14,466.48,212.6,36.97,100.771,49.41,10.6,30.165,10.31
6/26/14,465.34,212,36.715,101.263,49.135,10.595,30.055,10.28
6/25/14,466.34,211.55,36.545,102.641,49.73,10.71,29.905,10.34
6/24/14,469.53,212.7,36.93,102.936,50.6,10.92,30.39,10.57
6/23/14,470.84,210.6,36.295,101.608,50.96,11.025,30.44,10.62
6/19/14,474.22,210.4,36.62,101.805,52.19,11.35,30.185,10.54
6/18/14,469.87,207.45,36.15,101.165,51.99,11.325,30.035,10.67
6/17/14,469.23,208.7,36.315,101.509,52.21,11.405,29.69,10.78
6/16/14,468.87,209.7,36.445,101.214,51.58,11.455,29.75,10.7
6/13/14,469.62,210.85,36.5,101.952,51.5,11.715,29.73,10.77
6/12/14,471.21,211.85,37.285,102.493,51.46,11.72,29.495,10.77
6/11/14,470.7,211.8,37.105,103.232,51.34,11.685,29.23,10.86
6/10/14,473.72,211.2,37.17,104.659,52.15,11.88,29.26,10.94
6/9/14,473.62,211.15,37.2,103.33,52.32,11.95,29.235,11
6/6/14,473.68,212.25,37.605,103.527,51.91,11.915,29.045,11.02
6/5/14,470.46,208,36.49,102.986,51.48,11.655,28.98,10.88
6/4/14,467.52,207.3,36.275,103.871,51.5,11.55,28.805,10.98
6/3/14,468.27,207.1,36.2,103.724,50.91,11.39,29.145,10.82
6/2/14,469.14,206.35,36.1,104.905,51.08,11.385,29.01,10.81
5/30/14,469.58,205.1,35.615,104.412,51.37,11.445,28.845,10.81
5/28/14,467.96,203,35.38,103.084,53.06,11.95,28.81,10.84
5/27/14,469.03,202,35.205,104.117,52.59,11.76,28.9,10.84
5/26/14,468.97,200.45,34.85,103.527,52.49,11.67,29.03,10.79
5/23/14,465.75,199.5,34.905,101.657,52.22,11.56,29.065,10.66
5/22/14,465.49,198.45,34.535,101.214,51.66,11.26,29.235,10.62
5/21/14,465.01,199.3,34.74,101.706,51,11.24,29.035,10.58
5/20/14,463.13,197.75,34.39,101.017,51.68,11.01,28.815,10.46
5/19/14,464.1,198.95,34.59,101.755,52.2,11.095,28.9,10.39
5/16/14,464.48,197.9,33.91,101.854,52.49,11.275,28.81,10.5
5/15/14,463.98,196.7,34.295,101.706,52.17,11.15,28.735,10.44
5/14/14,468.25,198.8,34.395,101.854,52.88,11.635,28.71,10.43
5/13/14,468.39,198.5,34.695,100.919,53.06,11.885,29.115,10.39
5/12/14,469.06,195.45,34.57,100.87,53.29,11.9,28.99,10.31
5/9/14,465.76,202.35,34.3,98.606,52.98,11.83,29,10.27
5/8/14,470.66,202.15,34.215,99.197,53.53,12.045,29.05,10.38
5/7/14,467.75,198.3,33.55,97.573,52.52,11.86,28.76,10.16
5/6/14,467.94,195.85,32.905,97.494,51.8,11.105,28.58,10.14
5/5/14,467.47,195.8,32.56,98.41,52.46,11.245,28.6,10.13
5/2/14,468.27,194.4,32.89,98.41,52.48,11.375,28.635,10.15
4/30/14,468.52,194.45,33.045,98.41,54.11,11.355,28.545,10.33
4/29/14,466.98,194.95,33.5,99.886,55.9,11.465,27.705,10.35
4/28/14,462.67,193.65,33.14,97.376,55.07,11.295,27.41,9.99
4/25/14,461.5,192.4,33.05,94.247,55.08,11.355,27.285,10.08
4/24/14,464.67,192.7,32.975,95.467,55.78,11.55,27.385,10.12
4/23/14,463.01,192.8,32.87,95.29,54.96,11.465,27.265,10.04
4/22/14,465.1,191,32.495,95.772,55.67,11.56,27.295,10.1
4/17/14,459.39,190.3,32,92.101,54.49,11.375,27.24,9.955
4/16/14,457.56,189.65,31.865,91.452,54.27,11.165,27.09,9.895
4/15/14,451.3,187.55,31.58,90.055,53.55,10.88,27.005,9.765
4/14/14,456.03,188.05,31.335,92.141,54.7,11.06,26.8,10.01
4/11/14,456.89,189.05,33.11,91.334,55.02,11.225,26.425,10
4/10/14,463.01,192.4,33.225,93.115,56.13,11.42,26.74,10.06
4/9/14,462.82,191.75,33.15,94.001,56.9,11.61,26.755,10.29
4/8/14,460.63,191.85,33.26,94.247,57.62,11.44,26.725,10.33
4/7/14,460.2,192,33.2,94.985,58.25,11.735,26.795,10.3
4/4/14,464.85,190.25,33.32,97.425,59.38,11.975,26.845,10.4
4/3/14,462.74,188.75,32.6,96.894,58.62,11.89,26.715,10.44
4/2/14,463.82,189.7,32.585,96.028,57.97,11.795,26.53,10.46
4/1/14,464.1,187.65,32.45,96.048,57.5,11.915,26.61,10.46
3/31/14,460.41,188.5,32.48,96.618,55.99,11.445,26.52,10.24
3/28/14,459.02,191.2,32.63,97.721,56.1,11.395,26.535,9.95
3/27/14,455.54,191.2,32.3,95.664,55.68,11.325,26.425,9.975
3/26/14,456.32,189.5,31.61,96.097,56.48,11.355,26.25,9.975
3/25/14,454.31,190.25,32.09,95.467,56.87,11.37,26.07,10.04
3/24/14,450.12,186.15,31.8,93.341,55.94,11.23,25.815,10.01
3/21/14,452.38,188.7,31.5,96.54,56.98,11.215,26,10.11
3/20/14,451.43,185,31.6,94.788,56.88,11.595,25.83,10.41
3/19/14,455.93,187.55,32.295,94.394,56.65,11.68,25.905,10.47
3/18/14,456.54,188.45,32.425,93.774,57.66,11.465,25.9,10.36
3/17/14,453.72,187.5,32.125,94.03,56.62,11.335,25.74,10.24
3/14/14,447.9,185.55,31.68,93.538,55.26,11.065,25.635,9.94
3/13/14,449.67,187.85,32.12,91.639,56.44,11.325,25.75,10.24
3/12/14,455.95,187.5,32.47,93.932,57.46,11.51,26.01,10.32
3/11/14,459.58,190,33.07,94.109,58.05,11.645,26.33,10.47
3/10/14,459.78,192.7,33,94.906,58.71,11.57,26.265,10.4
3/7/14,462.12,195.6,32.935,95.172,58.47,11.46,26.17,10.3
3/6/14,467.44,196.15,33.045,98.006,59.5,11.785,26.235,10.41
3/5/14,462.95,193.7,32.965,98.4,59.36,11.655,26.535,10.39
3/4/14,463.01,195.25,33.115,99.64,59.09,11.46,26.61,10.3
3/3/14,453.78,188.3,32.495,96.54,57.27,11.085,26.19,10.03
2/28/14,466.74,190.9,33.04,101.263,59.46,11.52,26.455,10.38
2/27/14,462.35,191.35,33.175,98.262,59.15,11.465,26.54,10.29
2/26/14,461.7,191.4,33.43,98.754,59.04,11.265,26.7,10.33
2/25/14,465.35,191.65,33.87,99.689,59.5,11.245,26.715,10.33
2/24/14,464.57,191.3,33.705,100.575,59.34,11.25,26.89,10.19
2/21/14,461.62,191.55,33.93,99.787,58.63,11.09,26.835,9.995
2/20/14,458.68,191.05,33.5,99.59,58.52,11.175,26.665,9.97
2/19/14,460.61,190.65,33.425,100.279,58.38,11.01,26.48,10.01
2/18/14,460.21,189.35,33.23,99.689,58.38,10.79,26.305,9.99
2/17/14,458.25,189.55,33.255,99.344,58.45,10.795,25.955,10.08
2/14/14,456.48,189.75,33.015,99.492,58.75,10.715,25.965,10.02
2/13/14,453.13,187.75,32.935,98.4,59.3,10.59,25.9,10.11
2/12/14,451.02,186.1,32.93,97.524,60.85,10.555,25.795,10.2
2/11/14,449.76,186.65,33.055,97.425,60.34,10.385,25.8,10.21
2/10/14,443.77,182.8,32.595,93.932,59.01,10.28,25.33,9.975
2/7/14,442.81,180.65,32.405,93.942,59.51,10.335,25.3,9.855
2/6/14,439,176.95,32.315,93.745,58.73,10.26,25.26,9.86
2/5/14,430.4,175.85,31.97,93.332,57.4,10.07,25.175,9.76
2/4/14,429.4,179.8,31.89,94.434,56.81,9.949,25.155,9.835
2/3/14,430.12,180.1,32.485,95.674,55.75,9.694,25.28,9.83
1/31/14,435.56,178.7,32.18,96.333,57.45,9.987,25.61,9.93
1/30/14,438.16,178.45,32.235,96.874,58.28,10.12,26.145,9.975
1/29/14,440.38,177.4,32.6,96.441,58,10.055,25.755,9.95
1/28/14,442.98,178.5,32.92,96.5,58.22,10.205,25.785,10.22
1/27/14,440.49,179,32.77,96.471,57,9.977,25.89,10.13
1/24/14,444.36,178.7,32.68,97.543,56.67,10,26.15,10.23
1/23/14,454.95,184.9,33.6,101.067,58.48,10.19,26.48,10.34
1/22/14,455.39,185.75,33.81,102.395,58.78,10.14,26.655,10.35
1/21/14,454.95,185.9,33.75,101.46,58.7,10.195,26.295,10.27
1/20/14,454.94,188.45,34.195,100.427,57.61,10.26,26.34,10.43
1/17/14,454.43,189.55,34.42,99.689,57.72,10.34,26.35,10.36
1/16/14,453.99,187.05,33.665,99.64,58.5,10.51,26.36,10.29
1/15/14,454.73,186.8,33.86,100.082,59.56,10.6,26.235,10.3
1/14/14,453.22,186.15,33.64,96.55,57.74,10.255,26.175,9.98
1/13/14,451.57,187.1,33.7,96.658,57.95,10.2,26.275,9.94
1/10/14,450.81,186.25,33.295,97.583,57.36,9.942,26.35,9.91
1/9/14,446.08,184.7,33.54,97.248,57.22,9.907,25.99,9.905
1/8/14,447.47,184.45,33.435,98.508,58.19,9.977,25.965,9.825
1/7/14,448.94,185.7,32.82,99.787,57.37,9.865,26.03,9.775
1/3/14,445.75,184.4,33,99.197,55.68,9.168,26.065,9.665
1/2/14,445.56,182.15,32.895,98.459,55.54,9.244,25.92,9.655
12/30/13,451.44,183.25,33.32,100.328,56.48,9.283,25.75,9.71
12/27/13,451.15,182.65,32.47,101.411,56.42,9.185,25.895,9.6
12/23/13,443.03,179.65,33.595,99.886,55.74,9.147,25.7,9.485
12/20/13,439.26,178.9,33.68,97.878,54.85,9.12,25.445,9.385
12/19/13,436.51,177.35,33.115,97.819,54.34,9.094,25.235,9.25
12/18/13,431.92,175.5,32.57,96.746,53.8,8.929,24.795,9.09
12/17/13,428.24,175.75,32.475,94.631,52.74,8.749,24.555,8.935
12/16/13,431.13,178.05,33.195,95.418,53.92,8.88,24.55,9.01
12/13/13,424.92,177.55,32.735,93.912,53.09,8.775,24.35,8.93
12/12/13,426.52,178.95,33.1,94.168,52.85,8.854,24.56,8.9
12/11/13,432.45,181.45,33.24,94.286,53.03,8.994,24.655,9.05
12/10/13,433.6,184.5,33.91,94.237,53.26,9.009,24.8,9.11
12/9/13,435.22,187.65,33.575,95.438,53.38,9.081,24.795,9.265
12/5/13,429.64,184.9,33.485,93.804,51.85,8.88,24.05,9.12
12/4/13,431.26,186.55,33.84,94.227,52.73,9.01,24.305,9.22
12/3/13,434.02,187.65,33.935,95.615,53.33,9.142,24.37,9.24
12/2/13,439.19,191.45,34.185,96.983,55.09,9.235,24.57,9.44
11/29/13,441.76,192.45,34.17,96.638,55.25,9.23,24.625,9.495
11/28/13,442.13,192.5,34.25,95.625,55.2,8.944,24.63,9.485
11/27/13,439.72,192.5,34.21,95.192,54.96,8.904,24.655,9.395
11/26/13,436.86,192.55,33.92,94.266,54.83,8.83,24.66,9.305
11/25/13,438.1,193.45,34.11,94.532,54.93,8.862,25.1,9.39
11/22/13,437,192,33.72,94.404,54.67,8.867,25.2,9.27
11/21/13,433.95,191.5,33.8,94.453,54.11,8.827,25.17,9.15
11/20/13,433.96,192.05,33.895,93.43,53.91,8.779,25.205,9.145
11/19/13,436.62,191.9,34.405,92.741,53.79,8.789,24.95,9.195
11/18/13,438.6,193.7,34.945,93.086,54.75,8.921,25.02,9.24
11/15/13,435.44,192.35,34.71,93.381,54.48,8.791,24.995,9.045
11/14/13,434.38,191.7,34.195,93.538,54.43,8.864,24.52,9.06
11/13/13,430.29,190.55,33.5,91.55,52.91,8.899,24.225,9.015
11/12/13,432.4,192,33.86,91.983,53.27,9.011,24.71,9.03
11/11/13,433.68,192.4,33.87,92.111,53.55,9.097,24.74,9.24
11/8/13,431.38,191.15,33.795,92.308,53.1,9.118,24.6,9.21
11/7/13,433.29,192.3,33.305,91.905,53.62,9.16,24.795,9.27
11/6/13,437.24,192.6,32.995,92.377,53.41,8.805,24.825,9.32
11/5/13,433.55,192.85,33,91.235,53.23,8.754,24.82,9.28
